Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
31,32,5,6,26,27,2,Train/2/00002_00040_00012.png
31,32,5,6,26,27,2,Train/2/00002_00040_00013.png
32,33,5,5,27,27,2,Train/2/00002_00040_00014.png
33,35,5,6,28,30,2,Train/2/00002_00040_00015.png
35,34,6,5,30,29,2,Train/2/00002_00040_00016.png
36,36,6,6,31,31,2,Train/2/00002_00040_00017.png
38,38,6,6,33,33,2,Train/2/00002_00040_00018.png
39,38,6,5,34,33,2,Train/2/00002_00040_00019.png
39,39,5,5,34,34,2,Train/2/00002_00040_00020.png
40,41,5,5,35,36,2,Train/2/00002_00040_00021.png
43,44,6,6,38,39,2,Train/2/00002_00040_00022.png
44,46,6,6,39,40,2,Train/2/00002_00040_00023.png
48,48,6,5,43,43,2,Train/2/00002_00040_00024.png
50,51,6,6,45,46,2,Train/2/00002_00040_00025.png
52,52,6,6,47,47,2,Train/2/00002_00040_00026.png
55,55,6,6,50,50,2,Train/2/00002_00040_00027.png
59,58,6,5,53,52,2,Train/2/00002_00040_00028.png
27,25,6,5,22,20,2,Train/2/00002_00041_00000.png
27,26,6,5,22,20,2,Train/2/00002_00041_00001.png
27,27,5,6,21,22,2,Train/2/00002_00041_00002.png
28,27,6,5,23,22,2,Train/2/00002_00041_00003.png
28,28,6,6,23,23,2,Train/2/00002_00041_00004.png
27,27,5,5,22,22,2,Train/2/00002_00041_00005.png
28,27,6,5,23,22,2,Train/2/00002_00041_00006.png
28,27,6,5,23,22,2,Train/2/00002_00041_00007.png
27,27,5,5,22,22,2,Train/2/00002_00041_00008.png
29,30,6,6,24,25,2,Train/2/00002_00041_00009.png
30,30,6,5,25,25,2,Train/2/00002_00041_00010.png
30,32,5,6,25,27,2,Train/2/00002_00041_00011.png
30,32,5,6,25,27,2,Train/2/00002_00041_00012.png
32,32,6,6,26,27,2,Train/2/00002_00041_00013.png
31,31,5,5,25,26,2,Train/2/00002_00041_00014.png
33,34,5,5,28,29,2,Train/2/00002_00041_00015.png
35,36,6,6,29,30,2,Train/2/00002_00041_00016.png
35,36,6,6,30,31,2,Train/2/00002_00041_00017.png
36,35,6,5,31,30,2,Train/2/00002_00041_00018.png
36,37,6,5,31,32,2,Train/2/00002_00041_00019.png
37,40,5,6,32,34,2,Train/2/00002_00041_00020.png
39,41,6,6,34,35,2,Train/2/00002_00041_00021.png
40,41,6,5,35,36,2,Train/2/00002_00041_00022.png
42,45,5,5,37,40,2,Train/2/00002_00041_00023.png
44,47,6,5,39,41,2,Train/2/00002_00041_00024.png
44,48,5,6,39,43,2,Train/2/00002_00041_00025.png
47,49,6,5,42,44,2,Train/2/00002_00041_00026.png
49,53,5,6,44,48,2,Train/2/00002_00041_00027.png
53,55,6,5,47,50,2,Train/2/00002_00041_00028.png
27,27,6,6,22,22,2,Train/2/00002_00042_00000.png
27,26,6,5,21,21,2,Train/2/00002_00042_00001.png
26,28,5,6,21,23,2,Train/2/00002_00042_00002.png
27,29,5,6,22,23,2,Train/2/00002_00042_00003.png
28,29,5,6,23,24,2,Train/2/00002_00042_00004.png
29,29,6,6,24,24,2,Train/2/00002_00042_00005.png
29,29,6,5,24,23,2,Train/2/00002_00042_00006.png
30,30,6,6,24,25,2,Train/2/00002_00042_00007.png
30,30,6,6,24,25,2,Train/2/00002_00042_00008.png
31,31,6,5,26,25,2,Train/2/00002_00042_00009.png
31,32,5,6,26,27,2,Train/2/00002_00042_00010.png
33,32,6,5,28,27,2,Train/2/00002_00042_00011.png
33,34,5,6,28,29,2,Train/2/00002_00042_00012.png
35,34,6,5,30,29,2,Train/2/00002_00042_00013.png
35,35,5,6,30,30,2,Train/2/00002_00042_00014.png
37,36,6,5,32,31,2,Train/2/00002_00042_00015.png
37,39,5,6,32,33,2,Train/2/00002_00042_00016.png
40,40,6,5,34,34,2,Train/2/00002_00042_00017.png
40,40,5,5,35,35,2,Train/2/00002_00042_00018.png
43,43,6,6,38,38,2,Train/2/00002_00042_00019.png
45,45,6,6,39,39,2,Train/2/00002_00042_00020.png
45,45,6,5,40,39,2,Train/2/00002_00042_00021.png
48,47,6,5,43,42,2,Train/2/00002_00042_00022.png
50,50,6,5,45,45,2,Train/2/00002_00042_00023.png
53,54,6,6,48,49,2,Train/2/00002_00042_00024.png
55,55,6,5,50,50,2,Train/2/00002_00042_00025.png
58,59,6,5,53,54,2,Train/2/00002_00042_00026.png
26,27,6,5,21,22,2,Train/2/00002_00043_00000.png
27,28,6,6,22,23,2,Train/2/00002_00043_00001.png
26,28,5,6,21,23,2,Train/2/00002_00043_00002.png
27,27,6,5,22,22,2,Train/2/00002_00043_00003.png
27,28,5,5,22,23,2,Train/2/00002_00043_00004.png
28,29,5,5,22,23,2,Train/2/00002_00043_00005.png
29,29,6,5,24,24,2,Train/2/00002_00043_00006.png
29,29,5,5,23,24,2,Train/2/00002_00043_00007.png
30,30,6,6,25,25,2,Train/2/00002_00043_00008.png
30,30,6,6,25,25,2,Train/2/00002_00043_00009.png
31,31,6,6,26,26,2,Train/2/00002_00043_00010.png
32,31,6,5,27,26,2,Train/2/00002_00043_00011.png
32,32,6,5,27,26,2,Train/2/00002_00043_00012.png
33,32,6,5,28,27,2,Train/2/00002_00043_00013.png
36,34,6,5,30,29,2,Train/2/00002_00043_00014.png
37,36,6,6,31,30,2,Train/2/00002_00043_00015.png
37,36,6,6,32,31,2,Train/2/00002_00043_00016.png
38,38,6,6,33,33,2,Train/2/00002_00043_00017.png
40,41,5,6,34,35,2,Train/2/00002_00043_00018.png
41,41,5,6,35,36,2,Train/2/00002_00043_00019.png
41,41,5,5,36,36,2,Train/2/00002_00043_00020.png
43,43,5,5,38,38,2,Train/2/00002_00043_00021.png
47,46,6,6,42,41,2,Train/2/00002_00043_00022.png
50,47,6,5,44,42,2,Train/2/00002_00043_00023.png
51,49,6,5,46,44,2,Train/2/00002_00043_00024.png
52,53,5,6,47,48,2,Train/2/00002_00043_00025.png
57,57,5,5,52,52,2,Train/2/00002_00043_00026.png
29,30,5,6,24,25,2,Train/2/00002_00044_00000.png
30,29,6,5,25,24,2,Train/2/00002_00044_00001.png
31,30,6,5,26,25,2,Train/2/00002_00044_00002.png
31,30,6,5,26,25,2,Train/2/00002_00044_00003.png
32,32,6,6,27,27,2,Train/2/00002_00044_00004.png
32,32,5,5,26,26,2,Train/2/00002_00044_00005.png
33,33,6,6,28,28,2,Train/2/00002_00044_00006.png
33,32,6,5,28,27,2,Train/2/00002_00044_00007.png
32,33,5,5,27,27,2,Train/2/00002_00044_00008.png
35,35,5,5,30,30,2,Train/2/00002_00044_00009.png
37,37,6,6,32,32,2,Train/2/00002_00044_00010.png
38,38,6,6,33,33,2,Train/2/00002_00044_00011.png
39,38,6,5,34,33,2,Train/2/00002_00044_00012.png
38,38,5,5,33,33,2,Train/2/00002_00044_00013.png
40,40,5,5,35,35,2,Train/2/00002_00044_00014.png
41,41,5,5,36,36,2,Train/2/00002_00044_00015.png
43,43,5,5,38,38,2,Train/2/00002_00044_00016.png
45,45,6,5,40,39,2,Train/2/00002_00044_00017.png
47,47,6,6,42,42,2,Train/2/00002_00044_00018.png
50,49,6,5,45,44,2,Train/2/00002_00044_00019.png
53,52,6,5,48,47,2,Train/2/00002_00044_00020.png
55,55,6,6,50,50,2,Train/2/00002_00044_00021.png
56,57,5,6,51,52,2,Train/2/00002_00044_00022.png
27,26,6,6,22,21,2,Train/2/00002_00045_00000.png
28,26,6,5,23,21,2,Train/2/00002_00045_00001.png
28,27,6,6,23,22,2,Train/2/00002_00045_00002.png
27,27,5,6,22,22,2,Train/2/00002_00045_00003.png
29,27,6,6,24,22,2,Train/2/00002_00045_00004.png
27,28,5,6,22,23,2,Train/2/00002_00045_00005.png
28,28,6,6,23,23,2,Train/2/00002_00045_00006.png
29,29,5,6,24,24,2,Train/2/00002_00045_00007.png
31,29,6,6,26,24,2,Train/2/00002_00045_00008.png
30,31,5,6,25,26,2,Train/2/00002_00045_00009.png
31,31,6,6,26,26,2,Train/2/00002_00045_00010.png
31,31,5,5,26,26,2,Train/2/00002_00045_00011.png
33,32,6,6,28,27,2,Train/2/00002_00045_00012.png
33,33,5,5,28,28,2,Train/2/00002_00045_00013.png
35,33,5,5,30,28,2,Train/2/00002_00045_00014.png
37,35,6,5,32,30,2,Train/2/00002_00045_00015.png
38,36,5,5,33,31,2,Train/2/00002_00045_00016.png
38,39,5,6,33,34,2,Train/2/00002_00045_00017.png
40,39,5,5,35,34,2,Train/2/00002_00045_00018.png
42,41,6,5,37,36,2,Train/2/00002_00045_00019.png
44,43,6,6,39,38,2,Train/2/00002_00045_00020.png
47,45,6,5,42,40,2,Train/2/00002_00045_00021.png
49,49,6,6,44,43,2,Train/2/00002_00045_00022.png
50,50,5,6,45,45,2,Train/2/00002_00045_00023.png
52,53,5,6,47,48,2,Train/2/00002_00045_00024.png
57,56,6,5,52,51,2,Train/2/00002_00045_00025.png
31,31,5,5,26,26,2,Train/2/00002_00046_00000.png
33,31,6,5,27,26,2,Train/2/00002_00046_00001.png
33,32,6,5,28,27,2,Train/2/00002_00046_00002.png
33,33,5,5,27,28,2,Train/2/00002_00046_00003.png
33,35,5,5,28,30,2,Train/2/00002_00046_00004.png
33,34,5,5,28,29,2,Train/2/00002_00046_00005.png
33,34,5,5,28,29,2,Train/2/00002_00046_00006.png
35,36,6,6,30,31,2,Train/2/00002_00046_00007.png
36,36,6,5,31,31,2,Train/2/00002_00046_00008.png
35,39,5,6,30,34,2,Train/2/00002_00046_00009.png
37,38,6,6,31,32,2,Train/2/00002_00046_00010.png
37,40,6,6,32,35,2,Train/2/00002_00046_00011.png
39,39,6,5,34,34,2,Train/2/00002_00046_00012.png
39,40,6,5,34,34,2,Train/2/00002_00046_00013.png
38,39,5,5,33,34,2,Train/2/00002_00046_00014.png
40,43,6,6,35,37,2,Train/2/00002_00046_00015.png
41,43,5,6,36,38,2,Train/2/00002_00046_00016.png
43,45,6,5,38,40,2,Train/2/00002_00046_00017.png
42,44,5,5,37,39,2,Train/2/00002_00046_00018.png
44,46,6,5,39,41,2,Train/2/00002_00046_00019.png
46,48,6,5,41,43,2,Train/2/00002_00046_00020.png
46,49,6,6,41,44,2,Train/2/00002_00046_00021.png
46,52,6,6,41,47,2,Train/2/00002_00046_00022.png
47,53,6,6,42,48,2,Train/2/00002_00046_00023.png
49,56,5,6,44,51,2,Train/2/00002_00046_00024.png
50,57,5,6,45,52,2,Train/2/00002_00046_00025.png
51,58,5,5,46,53,2,Train/2/00002_00046_00026.png
27,26,6,5,22,21,2,Train/2/00002_00047_00000.png
27,28,5,6,22,23,2,Train/2/00002_00047_00001.png
28,27,6,5,23,22,2,Train/2/00002_00047_00002.png
28,28,6,6,23,23,2,Train/2/00002_00047_00003.png
29,28,6,5,24,23,2,Train/2/00002_00047_00004.png
29,28,6,5,24,23,2,Train/2/00002_00047_00005.png
29,29,6,6,24,24,2,Train/2/00002_00047_00006.png
29,30,5,6,24,25,2,Train/2/00002_00047_00007.png
29,29,5,5,24,24,2,Train/2/00002_00047_00008.png
29,30,5,6,24,25,2,Train/2/00002_00047_00009.png
30,31,5,6,25,26,2,Train/2/00002_00047_00010.png
30,31,5,6,25,26,2,Train/2/00002_00047_00011.png
30,29,6,5,25,24,2,Train/2/00002_00047_00012.png
29,29,5,5,24,24,2,Train/2/00002_00047_00013.png
33,33,6,6,28,28,2,Train/2/00002_00047_00014.png
33,33,6,6,28,28,2,Train/2/00002_00047_00015.png
33,33,6,6,28,28,2,Train/2/00002_00047_00016.png
31,32,5,6,26,27,2,Train/2/00002_00047_00017.png
35,35,6,6,30,30,2,Train/2/00002_00047_00018.png
34,34,5,5,29,29,2,Train/2/00002_00047_00019.png
34,35,5,6,29,30,2,Train/2/00002_00047_00020.png
34,35,6,6,29,30,2,Train/2/00002_00047_00021.png
34,36,5,6,29,31,2,Train/2/00002_00047_00022.png
37,38,6,6,32,33,2,Train/2/00002_00047_00023.png
37,38,5,5,32,33,2,Train/2/00002_00047_00024.png
39,40,6,6,34,35,2,Train/2/00002_00047_00025.png
40,42,5,6,35,37,2,Train/2/00002_00047_00026.png
43,45,5,6,38,40,2,Train/2/00002_00047_00027.png
46,47,6,5,41,42,2,Train/2/00002_00047_00028.png
48,51,5,6,43,46,2,Train/2/00002_00047_00029.png
28,28,5,6,23,23,2,Train/2/00002_00048_00000.png
29,29,5,6,24,24,2,Train/2/00002_00048_00001.png
30,28,6,5,25,23,2,Train/2/00002_00048_00002.png
30,28,6,5,25,23,2,Train/2/00002_00048_00003.png
30,28,6,5,25,23,2,Train/2/00002_00048_00004.png
31,29,6,5,26,24,2,Train/2/00002_00048_00005.png
31,30,6,5,26,24,2,Train/2/00002_00048_00006.png
31,30,5,5,26,25,2,Train/2/00002_00048_00007.png
32,31,5,5,26,25,2,Train/2/00002_00048_00008.png
34,33,6,6,29,27,2,Train/2/00002_00048_00009.png
35,32,6,5,30,27,2,Train/2/00002_00048_00010.png
35,33,6,6,30,28,2,Train/2/00002_00048_00011.png
34,33,5,6,29,28,2,Train/2/00002_00048_00012.png
35,34,5,6,29,28,2,Train/2/00002_00048_00013.png
35,34,5,6,30,29,2,Train/2/00002_00048_00014.png
36,34,6,6,31,29,2,Train/2/00002_00048_00015.png
35,34,5,6,30,29,2,Train/2/00002_00048_00016.png
35,34,5,6,30,29,2,Train/2/00002_00048_00017.png
36,35,5,6,30,29,2,Train/2/00002_00048_00018.png
36,35,5,6,31,30,2,Train/2/00002_00048_00019.png
38,35,6,5,33,30,2,Train/2/00002_00048_00020.png
39,37,6,6,33,31,2,Train/2/00002_00048_00021.png
38,37,5,5,33,31,2,Train/2/00002_00048_00022.png
42,39,6,5,36,33,2,Train/2/00002_00048_00023.png
44,41,6,5,38,35,2,Train/2/00002_00048_00024.png
44,41,6,5,39,36,2,Train/2/00002_00048_00025.png
45,42,6,5,40,37,2,Train/2/00002_00048_00026.png
46,44,5,5,41,39,2,Train/2/00002_00048_00027.png
50,47,6,6,45,42,2,Train/2/00002_00048_00028.png
50,48,5,6,45,43,2,Train/2/00002_00048_00029.png
30,30,6,6,25,25,2,Train/2/00002_00049_00000.png
29,30,5,6,24,25,2,Train/2/00002_00049_00001.png
29,30,5,5,24,24,2,Train/2/00002_00049_00002.png
30,30,5,5,25,25,2,Train/2/00002_00049_00003.png
30,30,5,5,25,25,2,Train/2/00002_00049_00004.png
30,30,5,5,25,25,2,Train/2/00002_00049_00005.png
32,31,6,6,26,26,2,Train/2/00002_00049_00006.png
31,31,5,5,26,26,2,Train/2/00002_00049_00007.png
31,32,5,6,26,27,2,Train/2/00002_00049_00008.png
32,32,5,5,27,27,2,Train/2/00002_00049_00009.png
33,33,5,5,28,28,2,Train/2/00002_00049_00010.png
35,35,6,5,30,29,2,Train/2/00002_00049_00011.png
37,36,6,5,31,30,2,Train/2/00002_00049_00012.png
37,38,5,6,31,32,2,Train/2/00002_00049_00013.png
39,37,6,5,33,32,2,Train/2/00002_00049_00014.png
40,39,6,5,34,33,2,Train/2/00002_00049_00015.png
40,40,5,6,34,35,2,Train/2/00002_00049_00016.png
40,40,5,5,35,35,2,Train/2/00002_00049_00017.png
42,42,5,5,36,36,2,Train/2/00002_00049_00018.png
43,43,5,6,37,38,2,Train/2/00002_00049_00019.png
45,45,6,6,40,40,2,Train/2/00002_00049_00020.png
45,45,5,5,40,40,2,Train/2/00002_00049_00021.png
48,48,6,5,43,43,2,Train/2/00002_00049_00022.png
49,50,6,6,44,45,2,Train/2/00002_00049_00023.png
52,50,6,5,47,45,2,Train/2/00002_00049_00024.png
55,54,6,6,50,49,2,Train/2/00002_00049_00025.png
58,56,6,5,53,51,2,Train/2/00002_00049_00026.png
60,59,5,5,55,54,2,Train/2/00002_00049_00027.png
26,26,5,6,20,21,2,Train/2/00002_00050_00000.png
26,26,5,5,21,21,2,Train/2/00002_00050_00001.png
26,26,5,5,21,21,2,Train/2/00002_00050_00002.png
27,26,6,5,22,21,2,Train/2/00002_00050_00003.png
28,27,6,5,23,22,2,Train/2/00002_00050_00004.png
28,27,6,5,23,22,2,Train/2/00002_00050_00005.png
28,28,6,5,23,22,2,Train/2/00002_00050_00006.png
29,29,6,6,24,24,2,Train/2/00002_00050_00007.png
28,29,5,6,23,24,2,Train/2/00002_00050_00008.png
30,30,6,6,25,25,2,Train/2/00002_00050_00009.png
30,30,6,5,25,24,2,Train/2/00002_00050_00010.png
31,31,6,5,26,25,2,Train/2/00002_00050_00011.png
32,31,6,5,27,26,2,Train/2/00002_00050_00012.png
33,33,6,6,27,27,2,Train/2/00002_00050_00013.png
33,34,6,6,28,28,2,Train/2/00002_00050_00014.png
34,33,5,5,28,28,2,Train/2/00002_00050_00015.png
35,35,5,5,30,30,2,Train/2/00002_00050_00016.png
36,38,5,6,31,33,2,Train/2/00002_00050_00017.png
37,39,5,6,32,34,2,Train/2/00002_00050_00018.png
39,40,6,6,34,35,2,Train/2/00002_00050_00019.png
40,41,6,6,35,36,2,Train/2/00002_00050_00020.png
40,40,6,5,35,35,2,Train/2/00002_00050_00021.png
41,44,5,6,36,39,2,Train/2/00002_00050_00022.png
43,44,5,5,38,39,2,Train/2/00002_00050_00023.png
47,47,6,6,42,41,2,Train/2/00002_00050_00024.png
50,49,6,6,45,44,2,Train/2/00002_00050_00025.png
52,51,6,5,46,46,2,Train/2/00002_00050_00026.png
52,57,5,6,47,52,2,Train/2/00002_00050_00027.png
31,29,6,5,26,24,2,Train/2/00002_00051_00000.png
30,30,5,6,25,25,2,Train/2/00002_00051_00001.png
29,29,5,6,24,24,2,Train/2/00002_00051_00002.png
31,30,6,6,26,25,2,Train/2/00002_00051_00003.png
34,33,6,6,29,28,2,Train/2/00002_00051_00004.png
33,33,5,6,27,28,2,Train/2/00002_00051_00005.png
34,33,6,6,29,28,2,Train/2/00002_00051_00006.png
35,34,6,6,30,29,2,Train/2/00002_00051_00007.png
34,34,5,6,29,29,2,Train/2/00002_00051_00008.png
36,35,5,5,31,30,2,Train/2/00002_00051_00009.png
39,38,5,5,34,33,2,Train/2/00002_00051_00010.png
40,40,5,6,34,35,2,Train/2/00002_00051_00011.png
40,40,5,5,35,34,2,Train/2/00002_00051_00012.png
42,42,5,5,37,37,2,Train/2/00002_00051_00013.png
45,43,6,5,39,37,2,Train/2/00002_00051_00014.png
46,45,6,5,41,39,2,Train/2/00002_00051_00015.png
47,46,6,5,41,40,2,Train/2/00002_00051_00016.png
47,47,5,5,42,42,2,Train/2/00002_00051_00017.png
51,51,6,6,46,46,2,Train/2/00002_00051_00018.png
52,51,6,6,46,46,2,Train/2/00002_00051_00019.png
55,54,6,5,50,49,2,Train/2/00002_00051_00020.png
60,58,6,5,55,53,2,Train/2/00002_00051_00021.png
52,52,5,5,47,47,2,Train/2/00002_00052_00000.png
52,54,5,6,47,48,2,Train/2/00002_00052_00001.png
53,53,6,5,48,48,2,Train/2/00002_00052_00002.png
53,55,5,6,48,49,2,Train/2/00002_00052_00003.png
54,55,5,6,49,50,2,Train/2/00002_00052_00004.png
55,55,5,5,50,50,2,Train/2/00002_00052_00005.png
56,57,5,6,51,52,2,Train/2/00002_00052_00006.png
58,57,6,5,53,52,2,Train/2/00002_00052_00007.png
58,57,5,5,52,52,2,Train/2/00002_00052_00008.png
60,59,6,5,55,54,2,Train/2/00002_00052_00009.png
30,29,6,5,25,24,2,Train/2/00002_00053_00000.png
29,30,5,6,24,25,2,Train/2/00002_00053_00001.png
30,29,6,5,25,24,2,Train/2/00002_00053_00002.png
32,32,6,6,27,27,2,Train/2/00002_00053_00003.png
30,32,5,6,25,27,2,Train/2/00002_00053_00004.png
32,32,5,6,27,27,2,Train/2/00002_00053_00005.png
32,32,5,5,27,27,2,Train/2/00002_00053_00006.png
34,32,6,5,29,27,2,Train/2/00002_00053_00007.png
35,34,5,6,30,29,2,Train/2/00002_00053_00008.png
35,34,5,5,30,28,2,Train/2/00002_00053_00009.png
36,34,5,5,31,29,2,Train/2/00002_00053_00010.png
36,36,5,6,31,31,2,Train/2/00002_00053_00011.png
36,36,5,5,31,31,2,Train/2/00002_00053_00012.png
37,35,5,5,32,30,2,Train/2/00002_00053_00013.png
38,37,6,5,33,32,2,Train/2/00002_00053_00014.png
40,38,6,5,35,33,2,Train/2/00002_00053_00015.png
40,38,6,5,35,33,2,Train/2/00002_00053_00016.png
41,40,6,6,36,35,2,Train/2/00002_00053_00017.png
42,41,6,5,36,35,2,Train/2/00002_00053_00018.png
42,41,6,5,37,36,2,Train/2/00002_00053_00019.png
43,43,5,5,38,38,2,Train/2/00002_00053_00020.png
46,47,5,6,41,42,2,Train/2/00002_00053_00021.png
48,48,5,6,42,43,2,Train/2/00002_00053_00022.png
50,49,6,6,45,44,2,Train/2/00002_00053_00023.png
50,50,5,6,45,45,2,Train/2/00002_00053_00024.png
54,51,6,5,49,46,2,Train/2/00002_00053_00025.png
27,26,6,6,22,21,2,Train/2/00002_00054_00000.png
28,27,5,6,23,22,2,Train/2/00002_00054_00001.png
30,30,6,6,25,25,2,Train/2/00002_00054_00002.png
30,30,6,5,25,24,2,Train/2/00002_00054_00003.png
30,31,5,6,25,26,2,Train/2/00002_00054_00004.png
30,31,5,6,25,26,2,Train/2/00002_00054_00005.png
31,32,5,6,26,27,2,Train/2/00002_00054_00006.png
33,32,6,5,27,26,2,Train/2/00002_00054_00007.png
32,33,5,6,27,28,2,Train/2/00002_00054_00008.png
33,33,5,5,28,28,2,Train/2/00002_00054_00009.png
34,35,5,6,29,30,2,Train/2/00002_00054_00010.png
35,35,6,6,30,30,2,Train/2/00002_00054_00011.png
35,36,5,6,29,30,2,Train/2/00002_00054_00012.png
36,35,6,5,31,30,2,Train/2/00002_00054_00013.png
37,37,5,5,31,31,2,Train/2/00002_00054_00014.png
37,37,5,5,32,32,2,Train/2/00002_00054_00015.png
38,39,5,6,33,34,2,Train/2/00002_00054_00016.png
40,40,5,6,35,35,2,Train/2/00002_00054_00017.png
42,41,5,5,36,35,2,Train/2/00002_00054_00018.png
43,42,5,5,38,37,2,Train/2/00002_00054_00019.png
45,43,5,5,39,38,2,Train/2/00002_00054_00020.png
46,46,5,6,41,41,2,Train/2/00002_00054_00021.png
49,47,6,5,43,41,2,Train/2/00002_00054_00022.png
50,50,6,6,45,44,2,Train/2/00002_00054_00023.png
53,51,5,6,48,46,2,Train/2/00002_00054_00024.png
54,56,5,6,49,50,2,Train/2/00002_00054_00025.png
57,57,6,6,52,52,2,Train/2/00002_00054_00026.png
28,28,6,6,23,23,2,Train/2/00002_00055_00000.png
29,29,6,6,23,23,2,Train/2/00002_00055_00001.png
28,28,5,5,23,23,2,Train/2/00002_00055_00002.png
28,29,5,6,23,24,2,Train/2/00002_00055_00003.png
29,29,6,5,24,23,2,Train/2/00002_00055_00004.png
30,30,5,6,24,25,2,Train/2/00002_00055_00005.png
31,32,5,6,26,27,2,Train/2/00002_00055_00006.png
32,33,5,6,26,27,2,Train/2/00002_00055_00007.png
33,33,6,5,28,27,2,Train/2/00002_00055_00008.png
33,34,5,6,27,28,2,Train/2/00002_00055_00009.png
35,35,6,6,29,29,2,Train/2/00002_00055_00010.png
35,35,5,5,30,30,2,Train/2/00002_00055_00011.png
35,36,5,5,30,30,2,Train/2/00002_00055_00012.png
37,37,5,5,31,31,2,Train/2/00002_00055_00013.png
39,39,6,6,34,34,2,Train/2/00002_00055_00014.png
40,39,6,6,34,34,2,Train/2/00002_00055_00015.png
41,41,6,6,36,36,2,Train/2/00002_00055_00016.png
43,43,6,6,37,37,2,Train/2/00002_00055_00017.png
44,45,6,6,39,39,2,Train/2/00002_00055_00018.png
46,48,5,6,41,43,2,Train/2/00002_00055_00019.png
48,50,5,6,42,45,2,Train/2/00002_00055_00020.png
48,51,5,5,43,46,2,Train/2/00002_00055_00021.png
52,54,6,5,46,48,2,Train/2/00002_00055_00022.png
54,57,5,6,48,52,2,Train/2/00002_00055_00023.png
31,29,6,5,26,24,2,Train/2/00002_00056_00000.png
31,29,6,5,26,24,2,Train/2/00002_00056_00001.png
31,31,5,6,26,26,2,Train/2/00002_00056_00002.png
32,31,6,6,27,26,2,Train/2/00002_00056_00003.png
31,31,5,5,26,25,2,Train/2/00002_00056_00004.png
34,32,6,6,28,27,2,Train/2/00002_00056_00005.png
33,33,5,5,28,27,2,Train/2/00002_00056_00006.png
34,34,5,5,29,28,2,Train/2/00002_00056_00007.png
35,35,5,6,30,30,2,Train/2/00002_00056_00008.png
36,36,5,6,31,31,2,Train/2/00002_00056_00009.png
37,37,6,6,32,31,2,Train/2/00002_00056_00010.png
37,37,5,6,32,32,2,Train/2/00002_00056_00011.png
39,38,6,6,34,33,2,Train/2/00002_00056_00012.png
39,39,5,6,34,34,2,Train/2/00002_00056_00013.png
41,41,6,6,36,36,2,Train/2/00002_00056_00014.png
42,42,6,6,37,37,2,Train/2/00002_00056_00015.png
42,42,6,6,37,37,2,Train/2/00002_00056_00016.png
44,43,6,5,39,38,2,Train/2/00002_00056_00017.png
45,46,5,6,40,41,2,Train/2/00002_00056_00018.png
46,47,5,6,41,42,2,Train/2/00002_00056_00019.png
49,48,6,5,44,43,2,Train/2/00002_00056_00020.png
51,51,6,5,46,46,2,Train/2/00002_00056_00021.png
54,55,6,6,48,50,2,Train/2/00002_00056_00022.png
56,57,5,5,50,52,2,Train/2/00002_00056_00023.png
27,27,6,6,21,22,2,Train/2/00002_00057_00000.png
27,27,6,5,22,22,2,Train/2/00002_00057_00001.png
27,28,6,6,22,23,2,Train/2/00002_00057_00002.png
26,28,5,6,21,23,2,Train/2/00002_00057_00003.png
28,29,6,6,23,24,2,Train/2/00002_00057_00004.png
29,29,6,5,23,23,2,Train/2/00002_00057_00005.png
30,30,6,6,25,25,2,Train/2/00002_00057_00006.png
30,31,5,6,25,26,2,Train/2/00002_00057_00007.png
33,32,6,5,28,27,2,Train/2/00002_00057_00008.png
33,34,5,6,28,29,2,Train/2/00002_00057_00009.png
35,33,6,5,30,28,2,Train/2/00002_00057_00010.png
37,35,6,5,32,30,2,Train/2/00002_00057_00011.png
37,37,5,6,32,32,2,Train/2/00002_00057_00012.png
40,39,6,6,34,33,2,Train/2/00002_00057_00013.png
42,41,5,5,37,36,2,Train/2/00002_00057_00014.png
44,42,6,5,39,37,2,Train/2/00002_00057_00015.png
44,42,6,5,39,37,2,Train/2/00002_00057_00016.png
43,44,5,6,38,39,2,Train/2/00002_00057_00017.png
44,44,6,6,38,39,2,Train/2/00002_00057_00018.png
46,46,6,6,41,41,2,Train/2/00002_00057_00019.png
53,54,5,6,48,49,2,Train/2/00002_00057_00020.png
53,54,5,5,48,48,2,Train/2/00002_00057_00021.png
55,55,5,5,50,50,2,Train/2/00002_00057_00022.png
56,57,5,6,50,51,2,Train/2/00002_00057_00023.png
26,25,6,5,21,20,2,Train/2/00002_00058_00000.png
27,27,6,6,22,22,2,Train/2/00002_00058_00001.png
26,27,5,6,21,22,2,Train/2/00002_00058_00002.png
28,28,6,6,23,23,2,Train/2/00002_00058_00003.png
27,28,5,6,22,23,2,Train/2/00002_00058_00004.png
28,27,6,5,23,22,2,Train/2/00002_00058_00005.png
28,27,6,5,23,22,2,Train/2/00002_00058_00006.png
27,27,5,5,22,22,2,Train/2/00002_00058_00007.png
28,29,5,6,23,24,2,Train/2/00002_00058_00008.png
30,29,6,6,25,24,2,Train/2/00002_00058_00009.png
28,29,5,6,23,24,2,Train/2/00002_00058_00010.png
29,30,5,6,24,25,2,Train/2/00002_00058_00011.png
30,31,5,5,25,25,2,Train/2/00002_00058_00012.png
31,32,6,6,26,27,2,Train/2/00002_00058_00013.png
32,31,6,5,27,26,2,Train/2/00002_00058_00014.png
33,31,6,5,28,26,2,Train/2/00002_00058_00015.png
