f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,ClassId,Path
66616.0,64308.0,60940.0,58904.0,59608.0,59640.0,59748.0,59284.0,58576.0,60880.0,63352.0,63484.0,64136.0,71016.0,81864.0,89044.0,88564.0,81392.0,82268.0,90248.0,96196.0,97944.0,99984.0,98540.0,92836.0,86256.0,83372.0,91912.0,93492.0,87516.0,76432.0,64900.0,61504.0,59604.0,56552.0,52492.0,52548.0,54840.0,55752.0,54484.0,1,Train/1/00001_00057_00006.png
66868.0,64720.0,60976.0,57988.0,56744.0,57140.0,58012.0,57328.0,57212.0,58084.0,59632.0,61216.0,64236.0,70580.0,79536.0,86788.0,87724.0,82996.0,83268.0,86216.0,89916.0,92460.0,92212.0,90400.0,85752.0,83548.0,85256.0,88368.0,87392.0,77804.0,66076.0,59336.0,56852.0,54784.0,51444.0,51200.0,51684.0,52784.0,53768.0,53868.0,1,Train/1/00001_00057_00007.png
64012.0,60756.0,57192.0,55336.0,55740.0,57844.0,56132.0,54520.0,55932.0,58244.0,59288.0,61520.0,64880.0,74748.0,86336.0,91152.0,85304.0,79856.0,85712.0,89044.0,89480.0,89840.0,91848.0,90196.0,82488.0,78400.0,82532.0,89844.0,85668.0,76076.0,62244.0,55484.0,55144.0,54296.0,48432.0,47760.0,49980.0,51404.0,51752.0,53228.0,1,Train/1/00001_00057_00008.png
61640.0,58616.0,55616.0,54952.0,56300.0,57320.0,54864.0,53964.0,56760.0,58600.0,58764.0,61172.0,69300.0,78384.0,87904.0,88344.0,82588.0,81788.0,87388.0,88328.0,88000.0,90232.0,91220.0,85828.0,77820.0,75392.0,82684.0,84316.0,79268.0,67344.0,56792.0,52860.0,53032.0,50100.0,47724.0,47528.0,50432.0,51668.0,50336.0,51640.0,1,Train/1/00001_00057_00009.png
59584.0,56608.0,54416.0,53548.0,54420.0,55292.0,54160.0,53380.0,56396.0,57592.0,57528.0,59900.0,67972.0,78364.0,85196.0,86844.0,81216.0,82284.0,85784.0,87684.0,88072.0,88472.0,88352.0,84212.0,77244.0,75036.0,79196.0,80428.0,75892.0,66852.0,56180.0,51692.0,51228.0,50040.0,46984.0,46392.0,48228.0,49724.0,49860.0,50308.0,1,Train/1/00001_00057_00010.png
61236.0,60352.0,57992.0,55280.0,53120.0,52940.0,53004.0,52776.0,52576.0,53116.0,55864.0,57012.0,57112.0,60180.0,73112.0,81704.0,89028.0,81572.0,78344.0,82380.0,86460.0,86072.0,84916.0,86844.0,83180.0,78584.0,74380.0,81584.0,82596.0,77396.0,66052.0,54964.0,51028.0,52196.0,49828.0,45064.0,45556.0,47756.0,50384.0,48784.0,1,Train/1/00001_00057_00011.png
58516.0,57124.0,55040.0,52996.0,52020.0,52580.0,52452.0,53160.0,54588.0,54680.0,57020.0,57636.0,57924.0,68672.0,79012.0,88680.0,85572.0,79044.0,82116.0,88076.0,87284.0,85052.0,86864.0,85084.0,80916.0,75288.0,73888.0,81708.0,80144.0,74696.0,63276.0,53412.0,49688.0,50948.0,48944.0,43852.0,44648.0,47152.0,49816.0,48508.0,1,Train/1/00001_00057_00012.png
57764.0,56052.0,53384.0,50876.0,51040.0,51080.0,50504.0,51656.0,54316.0,55800.0,55732.0,57148.0,59528.0,71356.0,80136.0,89540.0,85188.0,77416.0,80828.0,87436.0,87248.0,84784.0,85612.0,85580.0,81056.0,75700.0,72968.0,83512.0,83108.0,77572.0,67460.0,55656.0,49556.0,49716.0,49248.0,45464.0,43140.0,43996.0,47572.0,50556.0,1,Train/1/00001_00057_00013.png
53464.0,52484.0,50376.0,48048.0,46796.0,47064.0,47808.0,53164.0,57336.0,56656.0,56392.0,61128.0,69592.0,77880.0,84164.0,85492.0,80004.0,79964.0,84548.0,86292.0,84992.0,82156.0,84288.0,82288.0,76908.0,72592.0,76220.0,81404.0,80292.0,72988.0,61592.0,51648.0,48284.0,48200.0,46256.0,42796.0,41416.0,42380.0,45576.0,48616.0,1,Train/1/00001_00057_00014.png
52236.0,50704.0,49728.0,47672.0,45724.0,45484.0,45440.0,49668.0,53484.0,57464.0,57508.0,59048.0,66340.0,76212.0,81192.0,80804.0,76560.0,77148.0,80604.0,82876.0,82684.0,81552.0,81592.0,80216.0,77084.0,72804.0,71404.0,77408.0,80076.0,74024.0,64996.0,55428.0,48712.0,47360.0,46300.0,43324.0,42040.0,42264.0,43600.0,46084.0,1,Train/1/00001_00057_00015.png
51168.0,47628.0,47468.0,46432.0,43512.0,42664.0,43280.0,45116.0,49696.0,53708.0,54000.0,53680.0,62372.0,73632.0,78376.0,80296.0,73776.0,71736.0,78576.0,80996.0,79748.0,78744.0,78316.0,77272.0,73312.0,66724.0,68128.0,76060.0,76140.0,70328.0,61376.0,51160.0,46420.0,46180.0,46124.0,39308.0,40832.0,40836.0,40700.0,46052.0,1,Train/1/00001_00057_00016.png
46088.0,44232.0,43872.0,42616.0,41160.0,41788.0,43116.0,47180.0,49368.0,49740.0,50736.0,57724.0,68936.0,76252.0,79000.0,72400.0,68932.0,74648.0,78608.0,77820.0,76176.0,75744.0,75436.0,72724.0,68200.0,66168.0,70924.0,75020.0,71676.0,64312.0,54288.0,47576.0,46060.0,45700.0,41808.0,37448.0,37684.0,37796.0,38160.0,40600.0,1,Train/1/00001_00057_00017.png
43644.0,42392.0,41884.0,40448.0,40212.0,41456.0,44540.0,47320.0,47080.0,47148.0,51256.0,59544.0,70084.0,75484.0,74064.0,70268.0,70616.0,73772.0,77168.0,76084.0,75008.0,73616.0,72548.0,69240.0,66404.0,65248.0,71380.0,75784.0,72432.0,65288.0,56764.0,48620.0,45740.0,44844.0,41732.0,37984.0,35664.0,35612.0,34844.0,35816.0,1,Train/1/00001_00057_00018.png
37712.0,37900.0,39272.0,39416.0,38788.0,42516.0,44876.0,44380.0,44280.0,52244.0,64532.0,71720.0,74832.0,68520.0,63592.0,69172.0,74476.0,74592.0,72028.0,73416.0,73640.0,69648.0,63344.0,58436.0,63788.0,73260.0,71944.0,63988.0,52232.0,44376.0,42728.0,41932.0,40064.0,33448.0,30936.0,31696.0,32452.0,32476.0,32388.0,33608.0,1,Train/1/00001_00057_00019.png
41640.0,39500.0,37892.0,36224.0,37432.0,38892.0,38892.0,39196.0,43208.0,44648.0,44472.0,48108.0,58668.0,68124.0,73604.0,71604.0,61296.0,62632.0,70116.0,74084.0,72820.0,71744.0,72948.0,72152.0,66404.0,60068.0,57988.0,66044.0,69692.0,66844.0,60480.0,47364.0,39740.0,39240.0,39912.0,38308.0,31920.0,30860.0,31368.0,32388.0,1,Train/1/00001_00057_00020.png
35788.0,36068.0,37204.0,38900.0,39984.0,40064.0,40248.0,41464.0,43128.0,46932.0,55624.0,63956.0,70192.0,72604.0,63336.0,58872.0,65252.0,70292.0,70404.0,69056.0,69732.0,71808.0,69528.0,65024.0,58768.0,56096.0,63776.0,67888.0,63504.0,57808.0,48992.0,39964.0,36988.0,37548.0,38328.0,34728.0,29472.0,29736.0,30088.0,30940.0,1,Train/1/00001_00057_00021.png
34948.0,34016.0,34652.0,35160.0,36880.0,38256.0,39792.0,39832.0,40048.0,41108.0,45952.0,55684.0,63672.0,69636.0,69028.0,59028.0,58544.0,65560.0,69668.0,67756.0,66204.0,68436.0,69196.0,65976.0,60492.0,54872.0,56152.0,64504.0,64220.0,59740.0,52308.0,39740.0,36004.0,36800.0,37732.0,38008.0,29956.0,28808.0,29892.0,31416.0,1,Train/1/00001_00057_00022.png
33860.0,33516.0,32888.0,34056.0,35252.0,38468.0,39840.0,38796.0,40080.0,42220.0,51556.0,59864.0,66000.0,68704.0,62076.0,54888.0,57972.0,63388.0,66372.0,66232.0,66472.0,67816.0,67948.0,65284.0,59644.0,53680.0,57432.0,65016.0,63364.0,59856.0,54352.0,41844.0,35592.0,35864.0,37296.0,37224.0,31280.0,30012.0,29448.0,30180.0,1,Train/1/00001_00057_00023.png
31648.0,32616.0,32512.0,30824.0,31900.0,34404.0,38056.0,38796.0,38484.0,40092.0,47724.0,56976.0,62928.0,66596.0,62104.0,53016.0,55104.0,62224.0,64252.0,62460.0,63004.0,64872.0,64616.0,61836.0,56896.0,51508.0,52112.0,59516.0,61072.0,57112.0,50704.0,40480.0,34380.0,32760.0,33992.0,35460.0,31064.0,29796.0,29756.0,28768.0,1,Train/1/00001_00057_00024.png
30372.0,31388.0,33368.0,32080.0,31116.0,34460.0,35912.0,35352.0,34544.0,37340.0,46168.0,54700.0,60548.0,63608.0,57828.0,48560.0,51876.0,59868.0,61616.0,57768.0,57532.0,61168.0,62040.0,57824.0,52808.0,46912.0,49940.0,57908.0,57468.0,53384.0,46580.0,35256.0,30212.0,30796.0,31320.0,32572.0,28088.0,28204.0,27692.0,26752.0,1,Train/1/00001_00057_00025.png
31856.0,30160.0,30640.0,32696.0,32524.0,32916.0,35444.0,34544.0,35224.0,34160.0,40888.0,50832.0,55952.0,60480.0,59500.0,49036.0,47560.0,55108.0,60064.0,58956.0,56456.0,56744.0,58824.0,58324.0,54112.0,48220.0,45760.0,53544.0,57036.0,53872.0,48796.0,40752.0,30216.0,28688.0,28196.0,30008.0,28756.0,24352.0,25456.0,25488.0,1,Train/1/00001_00057_00026.png
154876.0,142768.0,123228.0,102232.0,125380.0,143204.0,146856.0,149708.0,148456.0,141908.0,128480.0,114584.0,107724.0,111100.0,104292.0,91408.0,76828.0,71184.0,68760.0,68216.0,68196.0,67736.0,66844.0,65292.0,64724.0,65728.0,67856.0,68360.0,68572.0,69456.0,72120.0,74336.0,78628.0,85296.0,83620.0,82516.0,83232.0,79776.0,75576.0,72628.0,1,Train/1/00001_00058_00000.png
104732.0,109552.0,118116.0,130064.0,160576.0,164672.0,142804.0,144380.0,140016.0,129892.0,118536.0,106516.0,102296.0,109336.0,101992.0,90088.0,78228.0,73536.0,69876.0,67036.0,65216.0,64204.0,62848.0,60716.0,58908.0,61500.0,67276.0,68996.0,67144.0,63636.0,61408.0,64444.0,72320.0,83184.0,82384.0,79480.0,77000.0,73988.0,76288.0,80000.0,1,Train/1/00001_00058_00001.png
140432.0,134268.0,113916.0,92992.0,97412.0,105168.0,120628.0,144120.0,169688.0,171512.0,155628.0,136096.0,120944.0,112304.0,101840.0,100292.0,97200.0,84648.0,74640.0,71352.0,69300.0,66424.0,64420.0,64384.0,62008.0,59280.0,59936.0,66092.0,68800.0,68096.0,65084.0,61200.0,63296.0,70820.0,79384.0,82928.0,77724.0,72512.0,69488.0,68896.0,1,Train/1/00001_00058_00002.png
147664.0,145980.0,137860.0,120700.0,96660.0,99076.0,109580.0,130080.0,154532.0,150648.0,137512.0,128024.0,124824.0,121420.0,104816.0,92344.0,84380.0,77664.0,70372.0,68548.0,68468.0,68900.0,70468.0,65620.0,61780.0,61564.0,65696.0,72836.0,73876.0,70212.0,64848.0,61308.0,62984.0,68068.0,74388.0,79152.0,78464.0,74072.0,69272.0,66512.0,1,Train/1/00001_00058_00003.png
150392.0,147108.0,154292.0,162728.0,153104.0,140008.0,133876.0,128924.0,121876.0,112356.0,109724.0,109172.0,106548.0,99316.0,85004.0,82736.0,84076.0,80232.0,84068.0,80492.0,75440.0,73048.0,73412.0,66160.0,64248.0,69664.0,78208.0,73860.0,70620.0,64872.0,59040.0,64808.0,66680.0,74012.0,81184.0,79156.0,79108.0,77912.0,74716.0,71420.0,1,Train/1/00001_00058_00004.png
130828.0,126108.0,127472.0,135516.0,140884.0,122472.0,117792.0,115356.0,110004.0,103876.0,107628.0,111728.0,111408.0,108692.0,105804.0,97292.0,81896.0,73000.0,70852.0,71992.0,77892.0,80260.0,80088.0,74852.0,66184.0,68412.0,75708.0,82400.0,84348.0,79248.0,66176.0,63040.0,66660.0,69660.0,70544.0,83608.0,84228.0,78268.0,72208.0,70636.0,1,Train/1/00001_00058_00005.png
107760.0,113808.0,114920.0,118036.0,130052.0,139812.0,136716.0,140240.0,124096.0,102412.0,86580.0,82692.0,89716.0,98700.0,99072.0,89680.0,78508.0,78152.0,80600.0,88948.0,93996.0,90772.0,84012.0,77364.0,69960.0,70052.0,79060.0,96220.0,108288.0,109508.0,105884.0,100024.0,90664.0,89416.0,97132.0,96436.0,88292.0,80472.0,75788.0,72864.0,1,Train/1/00001_00058_00006.png
135756.0,113240.0,116268.0,120176.0,112096.0,111296.0,115364.0,115192.0,133936.0,143748.0,148464.0,146636.0,137640.0,118604.0,103704.0,92880.0,81760.0,72556.0,68216.0,72240.0,69732.0,73928.0,74224.0,75704.0,84508.0,90212.0,82628.0,71148.0,73340.0,79876.0,81152.0,81364.0,88760.0,99912.0,99792.0,94328.0,94628.0,96604.0,90740.0,86156.0,1,Train/1/00001_00058_00007.png
180760.0,150564.0,143044.0,144652.0,142948.0,134416.0,128288.0,127464.0,120472.0,121648.0,111140.0,119572.0,134852.0,137072.0,131484.0,109460.0,82396.0,81836.0,97948.0,97664.0,91080.0,88740.0,98712.0,90444.0,85912.0,84624.0,86808.0,102356.0,113180.0,101848.0,85728.0,77496.0,76880.0,84060.0,83912.0,90816.0,101808.0,95772.0,89016.0,99304.0,1,Train/1/00001_00058_00008.png
219012.0,224628.0,212036.0,201960.0,181672.0,151128.0,149492.0,155348.0,157552.0,151992.0,140904.0,134036.0,136212.0,143112.0,139052.0,121428.0,109620.0,96684.0,92672.0,91656.0,90788.0,85860.0,96640.0,81472.0,87512.0,107824.0,119432.0,118760.0,113416.0,117432.0,132896.0,127472.0,98052.0,83932.0,83720.0,89412.0,103736.0,107652.0,98628.0,89548.0,1,Train/1/00001_00058_00009.png
221544.0,214384.0,218548.0,223832.0,229340.0,219444.0,212356.0,193872.0,171580.0,171036.0,156216.0,153796.0,163656.0,166484.0,162040.0,162412.0,143120.0,126244.0,124624.0,126256.0,104768.0,100964.0,98140.0,90120.0,84648.0,81968.0,75476.0,94444.0,119880.0,143012.0,151176.0,154164.0,154840.0,146668.0,121444.0,98352.0,111504.0,113588.0,107984.0,100088.0,1,Train/1/00001_00058_00010.png
237872.0,235312.0,226832.0,218252.0,222668.0,224768.0,223636.0,205500.0,188284.0,177512.0,171120.0,176076.0,171544.0,162568.0,154416.0,138708.0,117664.0,121364.0,121804.0,121016.0,122168.0,124264.0,117236.0,107144.0,108192.0,113804.0,112300.0,109064.0,128740.0,132876.0,138540.0,133180.0,150668.0,164876.0,166468.0,125824.0,139508.0,147252.0,130220.0,112196.0,1,Train/1/00001_00058_00011.png
242932.0,237300.0,239976.0,236372.0,232392.0,224468.0,214320.0,198712.0,189144.0,178984.0,179588.0,175100.0,163416.0,156792.0,144560.0,131576.0,120956.0,120024.0,117668.0,119172.0,121200.0,121904.0,125548.0,126884.0,125300.0,126696.0,129416.0,141712.0,151248.0,158352.0,154456.0,153364.0,167640.0,166756.0,163624.0,137660.0,139104.0,145064.0,144124.0,138864.0,1,Train/1/00001_00058_00012.png
224756.0,225596.0,223888.0,223488.0,217376.0,210480.0,192344.0,173100.0,162500.0,161016.0,165400.0,161280.0,151004.0,140248.0,127108.0,109704.0,101628.0,101720.0,102940.0,99516.0,96152.0,99076.0,103172.0,107600.0,108896.0,109020.0,113672.0,125452.0,137292.0,140160.0,146364.0,154956.0,151792.0,149684.0,149068.0,118804.0,113960.0,122460.0,120004.0,114912.0,1,Train/1/00001_00058_00013.png
242888.0,239516.0,238472.0,239532.0,240072.0,239412.0,233376.0,211224.0,193528.0,178176.0,170784.0,177792.0,179856.0,177220.0,171192.0,156568.0,142680.0,138784.0,132780.0,130736.0,123696.0,122040.0,122600.0,124920.0,129748.0,134200.0,137100.0,141588.0,155888.0,166892.0,172204.0,175904.0,164856.0,162952.0,163584.0,152652.0,131344.0,141828.0,147812.0,142644.0,1,Train/1/00001_00058_00014.png
252568.0,250200.0,249692.0,251268.0,253760.0,255036.0,251984.0,235628.0,221096.0,210268.0,201840.0,200616.0,197904.0,191864.0,183392.0,169792.0,148044.0,141484.0,141436.0,144084.0,144276.0,141956.0,140612.0,138432.0,134068.0,131032.0,137536.0,143648.0,150580.0,164784.0,174716.0,179816.0,186560.0,187088.0,182372.0,184880.0,172932.0,138460.0,151352.0,159908.0,1,Train/1/00001_00058_00015.png
254448.0,254528.0,254556.0,253512.0,251288.0,248180.0,236536.0,218180.0,209624.0,201560.0,198000.0,195840.0,187200.0,179300.0,168160.0,144812.0,135872.0,135748.0,135332.0,130880.0,128920.0,130072.0,133364.0,133068.0,133312.0,130604.0,128240.0,128676.0,148332.0,162004.0,168328.0,172512.0,178384.0,181644.0,187148.0,183724.0,141620.0,143812.0,153004.0,147044.0,1,Train/1/00001_00058_00016.png
255948.0,255880.0,255828.0,255772.0,251672.0,230332.0,199088.0,167688.0,138612.0,128020.0,147256.0,156032.0,152804.0,148004.0,143340.0,133448.0,129360.0,129124.0,130248.0,126396.0,126340.0,126648.0,127580.0,127892.0,124664.0,125452.0,124720.0,130936.0,142740.0,152624.0,162476.0,171036.0,176992.0,182020.0,187124.0,190708.0,140480.0,132432.0,146340.0,142400.0,1,Train/1/00001_00058_00017.png
256460.0,256004.0,253216.0,226528.0,203324.0,188308.0,163532.0,134424.0,112912.0,93396.0,89188.0,97608.0,100436.0,100404.0,93920.0,81056.0,79432.0,101428.0,104440.0,102904.0,102832.0,103384.0,102372.0,89992.0,85468.0,88036.0,93136.0,97844.0,110684.0,122052.0,130732.0,136388.0,143588.0,149020.0,149100.0,158636.0,145908.0,92744.0,110996.0,113140.0,1,Train/1/00001_00058_00018.png
203520.0,205424.0,204680.0,203512.0,201392.0,178332.0,147168.0,126460.0,91420.0,80840.0,88856.0,93236.0,95992.0,96064.0,83392.0,71112.0,69756.0,74348.0,76352.0,76668.0,77244.0,78668.0,80724.0,82188.0,81308.0,78344.0,71864.0,79504.0,91656.0,95588.0,96180.0,96156.0,92212.0,87548.0,93772.0,102512.0,83976.0,110476.0,118880.0,115640.0,1,Train/1/00001_00058_00019.png
87396.0,86372.0,86680.0,89120.0,92968.0,96592.0,100016.0,95984.0,89820.0,85248.0,85764.0,95796.0,104792.0,104768.0,103612.0,104648.0,108284.0,119448.0,128524.0,128328.0,125548.0,125284.0,127568.0,128720.0,127156.0,126048.0,133948.0,149576.0,156312.0,149124.0,134272.0,127696.0,130760.0,136528.0,140272.0,137652.0,113292.0,94408.0,91016.0,92832.0,1,Train/1/00001_00059_00000.png
96964.0,90180.0,88456.0,89660.0,92224.0,96360.0,98480.0,96640.0,94160.0,89072.0,85916.0,90996.0,102848.0,104356.0,98968.0,97384.0,102304.0,115384.0,128912.0,129552.0,129444.0,129580.0,131076.0,130308.0,128048.0,127524.0,130240.0,143572.0,154788.0,155692.0,144892.0,131856.0,129704.0,135600.0,147012.0,144076.0,120676.0,99220.0,94092.0,92184.0,1,Train/1/00001_00059_00001.png
107196.0,101904.0,98924.0,98096.0,100928.0,104716.0,103552.0,99416.0,95856.0,91500.0,92828.0,102796.0,108924.0,106092.0,102488.0,104324.0,112944.0,125948.0,131792.0,132668.0,131324.0,130224.0,131388.0,133432.0,131808.0,131696.0,140188.0,151700.0,160272.0,159828.0,149864.0,143188.0,145464.0,151632.0,154852.0,147844.0,125592.0,102356.0,98396.0,104920.0,1,Train/1/00001_00059_00002.png
117848.0,114848.0,113064.0,111600.0,110448.0,110576.0,110868.0,105316.0,99948.0,96552.0,99308.0,110500.0,119572.0,117964.0,109696.0,105628.0,106908.0,127964.0,141760.0,143744.0,145392.0,148296.0,145652.0,144400.0,143028.0,139824.0,140888.0,154552.0,169936.0,175572.0,170908.0,157376.0,156052.0,159664.0,162396.0,164328.0,155024.0,129792.0,104420.0,105344.0,1,Train/1/00001_00059_00003.png
122928.0,120088.0,119708.0,117424.0,120100.0,121968.0,121716.0,114156.0,103900.0,99740.0,98528.0,112020.0,121828.0,123576.0,118244.0,111304.0,109484.0,127244.0,147264.0,152556.0,151520.0,152032.0,150704.0,147796.0,144884.0,145196.0,153608.0,174776.0,180324.0,180072.0,161936.0,161396.0,167648.0,169516.0,170436.0,170772.0,155244.0,116252.0,117324.0,117992.0,1,Train/1/00001_00059_00004.png
119260.0,116316.0,111916.0,111308.0,116240.0,121688.0,121328.0,112544.0,107136.0,103884.0,111384.0,127056.0,133040.0,128560.0,117632.0,109400.0,116812.0,139312.0,156728.0,155236.0,155804.0,157300.0,156600.0,149248.0,145488.0,147588.0,163844.0,175392.0,182912.0,182176.0,169192.0,162388.0,174984.0,186592.0,180256.0,169608.0,149704.0,110924.0,115696.0,118364.0,1,Train/1/00001_00059_00005.png
118536.0,105996.0,103720.0,102288.0,104256.0,106936.0,110112.0,112656.0,102112.0,98552.0,99568.0,111292.0,125480.0,130532.0,125692.0,115676.0,112472.0,124068.0,144660.0,155280.0,154348.0,154936.0,158236.0,157324.0,154488.0,153456.0,154608.0,166940.0,180484.0,184048.0,182888.0,177872.0,172316.0,177244.0,191736.0,195448.0,183644.0,171228.0,116516.0,110644.0,1,Train/1/00001_00059_00006.png
92308.0,92656.0,95000.0,99856.0,106868.0,112880.0,113032.0,101668.0,100220.0,101924.0,115972.0,128660.0,132660.0,133052.0,117652.0,104596.0,112144.0,135580.0,144740.0,151880.0,153192.0,155348.0,152932.0,148860.0,147812.0,150440.0,161608.0,177716.0,181704.0,180764.0,172248.0,165976.0,177152.0,190356.0,184016.0,191708.0,181548.0,125800.0,104412.0,100012.0,1,Train/1/00001_00059_00007.png
100076.0,97700.0,98576.0,100604.0,104640.0,112044.0,115924.0,110864.0,102356.0,104872.0,116864.0,129660.0,136484.0,140084.0,134072.0,117544.0,112568.0,122540.0,143820.0,156224.0,160084.0,160364.0,165044.0,160360.0,148848.0,152116.0,156004.0,170004.0,181676.0,184580.0,182952.0,170668.0,160876.0,174396.0,182244.0,190892.0,191168.0,178928.0,160604.0,107520.0,1,Train/1/00001_00059_00008.png
108756.0,103396.0,101744.0,101684.0,102944.0,105516.0,111008.0,116956.0,116524.0,108616.0,104624.0,112340.0,126068.0,135420.0,141048.0,140016.0,125744.0,113016.0,114264.0,129784.0,147196.0,154760.0,157624.0,159648.0,159196.0,151888.0,147580.0,148748.0,159976.0,169800.0,181112.0,185280.0,176388.0,168076.0,163564.0,165732.0,183188.0,180188.0,181992.0,178896.0,1,Train/1/00001_00059_00009.png
109676.0,109316.0,110284.0,112596.0,114144.0,121592.0,126556.0,121320.0,112924.0,115776.0,127132.0,134924.0,142984.0,148468.0,143244.0,122932.0,113500.0,120732.0,140724.0,153572.0,160540.0,164308.0,165208.0,164536.0,156540.0,144820.0,150692.0,162408.0,175500.0,181436.0,182480.0,173780.0,164312.0,165744.0,168112.0,179800.0,172124.0,179228.0,177356.0,141896.0,1,Train/1/00001_00059_00010.png
115720.0,116404.0,120404.0,123600.0,128104.0,135312.0,133840.0,123072.0,118108.0,133044.0,143044.0,146320.0,153528.0,153796.0,142568.0,124292.0,124232.0,135968.0,147180.0,160400.0,165284.0,168240.0,163688.0,160176.0,152628.0,148996.0,154472.0,157948.0,170604.0,170872.0,169092.0,162504.0,161960.0,168960.0,171680.0,169336.0,170356.0,177024.0,145012.0,107732.0,1,Train/1/00001_00059_00011.png
116772.0,115160.0,118168.0,122316.0,125652.0,130864.0,140552.0,136284.0,128276.0,121412.0,136968.0,150732.0,151020.0,155872.0,155064.0,144168.0,124684.0,124356.0,132424.0,142268.0,154616.0,162976.0,164396.0,161852.0,160968.0,152568.0,156848.0,166304.0,168604.0,169036.0,175128.0,165504.0,159664.0,153760.0,170024.0,170432.0,170812.0,167220.0,171444.0,152356.0,1,Train/1/00001_00059_00012.png
105472.0,103924.0,108960.0,114556.0,118844.0,126648.0,135952.0,130588.0,122548.0,114612.0,129144.0,143216.0,142492.0,149120.0,149888.0,134612.0,116936.0,122172.0,125260.0,131956.0,143300.0,158312.0,164772.0,164076.0,162088.0,163908.0,152072.0,164912.0,186024.0,190272.0,186312.0,183316.0,168288.0,165124.0,167312.0,174372.0,176332.0,165900.0,163404.0,158888.0,1,Train/1/00001_00059_00013.png
117400.0,106344.0,100264.0,103460.0,114680.0,127300.0,126120.0,119028.0,106856.0,116016.0,137492.0,139212.0,140708.0,145540.0,137208.0,117176.0,115000.0,123468.0,125836.0,136692.0,150728.0,158784.0,156032.0,150636.0,149376.0,143988.0,153668.0,173216.0,177936.0,182652.0,178928.0,170424.0,162412.0,160032.0,171000.0,175028.0,174084.0,164360.0,160920.0,164688.0,1,Train/1/00001_00059_00014.png
125528.0,121848.0,117092.0,118648.0,116824.0,115104.0,115180.0,111664.0,109628.0,103636.0,122648.0,140964.0,139040.0,144512.0,146076.0,126716.0,114748.0,123584.0,128568.0,127248.0,136576.0,152980.0,162672.0,157592.0,149152.0,151016.0,144624.0,161352.0,182048.0,182008.0,182064.0,178848.0,167928.0,166592.0,168248.0,182220.0,178368.0,168836.0,163124.0,162800.0,1,Train/1/00001_00059_00015.png
120332.0,114448.0,112444.0,115688.0,114676.0,113908.0,111272.0,109212.0,107732.0,111628.0,133436.0,141376.0,139424.0,146056.0,143248.0,122092.0,116196.0,126600.0,129512.0,127364.0,135512.0,151892.0,162812.0,158440.0,146640.0,147644.0,147516.0,160492.0,179732.0,188944.0,184820.0,182780.0,172908.0,166716.0,172236.0,170688.0,188316.0,176024.0,166896.0,166276.0,1,Train/1/00001_00059_00016.png
115244.0,115548.0,112548.0,105780.0,106384.0,108680.0,110104.0,112244.0,109144.0,110420.0,112860.0,131080.0,145216.0,139100.0,144448.0,139416.0,118948.0,119688.0,132260.0,132808.0,129908.0,134016.0,148664.0,156656.0,147004.0,133672.0,136628.0,139492.0,161920.0,174104.0,178696.0,177104.0,172824.0,165612.0,164536.0,170268.0,182512.0,177832.0,173804.0,160956.0,1,Train/1/00001_00059_00017.png
116932.0,115956.0,109388.0,106968.0,114128.0,112988.0,112120.0,105616.0,109328.0,126716.0,133368.0,145420.0,148576.0,144716.0,139792.0,124984.0,123384.0,133484.0,140356.0,129532.0,126640.0,136696.0,152380.0,159040.0,150948.0,135784.0,137220.0,148036.0,172744.0,180564.0,182112.0,174916.0,166848.0,162124.0,163880.0,173348.0,184216.0,192884.0,181560.0,177912.0,1,Train/1/00001_00059_00018.png
117560.0,116932.0,113316.0,105140.0,119560.0,114096.0,106652.0,109452.0,106232.0,127600.0,137412.0,143328.0,151140.0,144624.0,133456.0,123420.0,123288.0,136152.0,139864.0,133952.0,127368.0,134140.0,149752.0,157892.0,149844.0,135552.0,136684.0,154820.0,176004.0,180548.0,185888.0,179252.0,172160.0,173344.0,168664.0,178668.0,185064.0,189724.0,177992.0,172428.0,1,Train/1/00001_00059_00019.png
117028.0,119684.0,121628.0,114284.0,115080.0,116424.0,105464.0,104884.0,108400.0,130744.0,139852.0,139452.0,151684.0,150228.0,136224.0,121928.0,124900.0,135280.0,141296.0,138656.0,128660.0,126408.0,135356.0,149040.0,153616.0,143084.0,129048.0,143508.0,169372.0,181804.0,181872.0,183176.0,167484.0,169320.0,169120.0,175664.0,188216.0,184888.0,183284.0,178308.0,1,Train/1/00001_00059_00020.png
142000.0,141412.0,140984.0,140692.0,140460.0,140824.0,141452.0,141764.0,141156.0,140820.0,142372.0,145300.0,146876.0,146200.0,141580.0,137140.0,137868.0,139796.0,141080.0,141612.0,141660.0,141100.0,139632.0,138116.0,136400.0,139288.0,142768.0,142800.0,140288.0,135716.0,132488.0,130788.0,130900.0,132396.0,133300.0,134728.0,134972.0,134972.0,134924.0,134460.0,1,Train/1/00001_00060_00000.png
